 1998 1 1 3 0 2 1 -1 75  3.79039 1.65935 2.03956 3.0045 2.55791 2.50499 3.15717 3.88235 3.34559 2.81293 2.65713 2.29905 1.67459 1.02427 2.96868 0 0 0 0 4.05305 3.13466 2.6101 2.49023 3.09631 3.78514 3.25337 2.73052 2.57981 2.23551 1.63221 1.00231 1.91701 1.10133 0
 1999 1 1 3 0 2 1 -1 75  2.44709 2.68175 2.93067 2.84092 3.53253 2.76633 2.37401 2.76301 3.20929 2.73494 2.22928 2.04383 1.74148 1.2668 3.00471 0 0 0 2.99348 3.1886 2.96009 3.58667 2.76708 2.33376 2.69447 3.12053 2.6575 2.16698 1.98952 1.6988 1.2392 3.03669 0 0
 2000 1 1 3 0 2 1 -1 75  0 3.16614 4.35499 4.23802 3.3752 3.55751 2.66052 2.08549 2.26754 2.50212 2.12877 1.70799 1.52119 1.27878 3.13975 0 0 0 0 6.64722 4.46075 3.43414 3.54349 2.625 2.03716 2.20633 2.43271 2.071 1.66458 1.48587 1.25224 3.1555 0 0
 2001 1 1 3 0 2 1 -1 75  0 2.3306 2.72606 5.84029 5.21208 3.57082 3.28288 2.38683 1.76397 1.80455 1.90774 1.63241 1.30068 1.1266 3.24771 0 0 0 0 3.77544 6.07087 5.33242 3.56799 3.23022 2.33551 1.71813 1.75607 1.85788 1.59212 1.27188 1.10479 3.25348 0 0
 1977 1 2 3 0 2 1 -1 75  3.03221 1.8008 2.2714 2.60046 2.52775 2.37125 2.28819 2.13344 1.93235 1.73732 1.56053 1.40688 1.27099 1.14882 4.29771 6.45461 0 0 2.01837 2.35883 2.6255 2.53234 2.3704 2.28686 2.1329 1.93276 1.73847 1.56214 1.40873 1.27294 1.15075 4.30592 6.46837 0
 1980 1 2 3 0 2 1 -1 75  2.44006 1.914 3.15283 4.14302 3.11674 2.18041 1.98484 1.82453 1.67315 1.57409 1.44684 1.29959 1.16366 1.0439 3.85558 2.21462 3.49821 0 2.10878 3.2463 4.17204 3.11934 2.17586 1.98049 1.82218 1.67311 1.57603 1.45024 1.30392 1.16849 1.04889 3.87769 2.22879 3.52181
 1983 1 2 3 0 2 1 -1 75  2.30932 2.39406 3.54276 3.72791 3.13248 2.98183 3.1073 2.31051 1.56405 1.32501 1.18838 1.07016 0.985645 0.899662 3.25229 4.64286 0 0 2.60861 3.6558 3.74985 3.12181 2.9638 3.08958 2.30059 1.56178 1.32707 1.19328 1.07717 0.994156 0.90894 3.29548 1.8429 2.87496
 1986 1 2 3 0 2 1 -1 75  3.57914 2.07304 2.7344 3.33091 3.74823 3.62148 3.09021 2.40314 2.10558 1.9988 1.51224 1.02836 0.823693 0.726103 2.66227 1.45195 2.19806 0 0 5.13336 3.33446 3.71782 3.58368 3.059 2.38433 2.09753 1.99805 1.51646 1.03595 0.833618 0.737452 2.72201 3.75866 0
 1989 1 2 3 0 2 1 -1 75  3.91712 4.07041 6.16209 5.62995 3.42906 2.2267 2.00217 1.94614 1.74336 1.40647 1.06784 0.878965 0.772446 3.92989 0 0 0 0 4.41305 6.32718 5.63796 3.39463 2.19307 1.97299 1.9235 1.73007 1.40242 1.07093 0.887424 4.86417 0 0 0 0
 1992 1 2 3 0 2 1 -1 75  3.54792 3.83886 4.07579 4.73529 5.25278 4.96759 3.68037 2.06698 1.20083 0.95756 0.86146 0.739594 0.586461 0.447526 2.1504 0 0 0 4.21257 4.23153 4.71736 5.17469 4.87272 3.60642 2.02818 1.18397 0.950573 0.860869 0.743803 0.593646 0.456237 2.25803 0 0
 1995 1 2 3 0 2 1 -1 75  0 5.58714 3.00024 4.00743 5.32149 4.22987 3.5349 3.45329 3.03796 2.17786 1.2438 0.708922 0.525302 0.451588 2.00362 0 0 0 2.2011 3.08113 3.99974 5.25962 4.16654 3.47189 3.39017 2.98537 2.14447 1.22921 0.705573 0.527479 0.456986 2.09732 0 0
 1998 1 2 3 0 2 1 -1 75  8.11703 4.29865 4.14788 4.67635 3.16041 2.26586 2.36851 2.64621 2.14496 1.6784 1.51493 1.27485 0.910592 2.05656 0 0 0 0 4.87353 4.3157 4.67939 3.13608 2.23412 2.33208 2.6061 2.11456 1.65804 1.50007 1.26566 3.02345 0 0 0 0
 2001 1 2 3 0 2 1 -1 75  2.79735 1.85844 4.68178 8.5376 6.43267 3.3565 2.51636 1.66899 1.10258 1.04639 1.06479 0.888897 0.689252 0.584881 1.63221 0 0 0 2.04551 4.74213 8.51608 6.38359 3.31428 2.47903 1.64479 1.089 1.03675 1.0577 0.88513 0.688726 0.586456 1.67215 0 0

4 #_N_MeanSize-at-Age_obs
#Yr Seas Flt/Svy Gender Part Ageerr Ignore datavector(female-male)
#                                          samplesize(female-male)
 1971 1 1 3 0 1 2 30.9179 39.0851 44.4019 48.7742 52.3728 55.37 57.8977 60.0488 61.8895 63.4696 64.8279 65.9961 67.001 67.865 69.6226 71.4875 72.6884 31.977 39.9944 45.1139 49.2805 52.6839 55.4972 57.8494 59.8324 61.512 62.9387 64.1521 65.1845 66.0632 66.8109 68.2995 69.829 70.7491
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1995 1 1 3 0 1 2 31.9071 39.0851 44.4019 48.7742 52.3728 55.37 57.8977 60.0488 61.8895 63.4696 64.8279 65.9961 67.001 67.865 69.5097 71.4514 72.6637 32.9657 39.9944 45.1139 49.2805 52.6839 55.4972 57.8494 59.8324 61.512 62.9387 64.1521 65.1845 66.0632 66.8109 68.2115 69.802 70.732
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1971 1 2 3 0 1 2 34.178 39.0795 43.0706 46.8787 50.3797 53.4818 56.1795 58.5065 60.5067 62.2236 63.6966 64.9596 66.0426 66.9709 68.8401 70.8296 72.0985 34.9548 39.7262 43.6548 47.3531 50.6952 53.6162 56.1275 58.2716 60.0962 61.647 62.9642 64.0826 65.032 65.838 67.4283 69.069 70.0479
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1995 1 2 3 0 1 2 34.3521 39.0795 43.0706 46.8787 50.3797 53.4818 56.1795 58.5065 60.5067 62.2236 63.6966 64.9596 66.0426 66.9709 68.7189 70.7913 72.0724 35.1576 39.7262 43.6548 47.3531 50.6952 53.6162 56.1275 58.2716 60.0962 61.647 62.9642 64.0826 65.032 65.838 67.3332 69.0402 70.0297
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20

0 #_N_environ_variables
0 #_N_environ_obs
0 # N sizefreq methods to read 

0 # no tag data 

0 # no morphcomp data 

999

#_bootstrap file: 1
1971 #_styr
2001 #_endyr
1 #_nseas
 12 #_months/season
1 #_spawn_seas
1 #_Nfleet
2 #_Nsurveys
1 #_N_areas
FISHERY1%SURVEY1%SURVEY2
 0.5 0.5 0.5 #_surveytiming_in_season
 1 1 1 #_area_assignments_for_each_fishery_and_survey
 1 #_units of catch:  1=bio; 2=num
 0.01 #_se of log(catch) only used for init_eq_catch and for Fmethod 2 and 3; use -1 for discard only fleets
2 #_Ngenders
40 #_Nages
0  #_init_equil_catch_for_each_fishery
31 #_N_lines_of_catch_to_read
#_catch_biomass(mtons):_columns_are_fisheries,year,season
0 1971 1
199.656 1972 1
1000.54 1973 1
1017.12 1974 1
1966.57 1975 1
2968.25 1976 1
3944.5 1977 1
5014.51 1978 1
5940.96 1979 1
7957.94 1980 1
9992.81 1981 1
9967.12 1982 1
9868.66 1983 1
9996.76 1984 1
10056 1985 1
9982.08 1986 1
10122.2 1987 1
8943.45 1988 1
7961.03 1989 1
6940.93 1990 1
5974.93 1991 1
3954.28 1992 1
3959.52 1993 1
4029.92 1994 1
3938.53 1995 1
3957.82 1996 1
2980.63 1997 1
3001.2 1998 1
2974.63 1999 1
2996.79 2000 1
3018.91 2001 1
#
21 #_N_cpue_and_surveyabundance_observations
#_Units:  0=numbers; 1=biomass; 2=F
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_Fleet Units Errtype
1 1 0
2 1 0
3 0 0
#_year seas index obs err
1977 1 2 148327 0.3 #_orig_obs: 339689 SURVEY1
1980 1 2 112936 0.3 #_orig_obs: 193353 SURVEY1
1983 1 2 86409.5 0.3 #_orig_obs: 151984 SURVEY1
1986 1 2 60349.7 0.3 #_orig_obs: 55221.8 SURVEY1
1989 1 2 60496.3 0.3 #_orig_obs: 59232.3 SURVEY1
1992 1 2 27089.5 0.3 #_orig_obs: 31137.5 SURVEY1
1995 1 2 48633.1 0.3 #_orig_obs: 35845.4 SURVEY1
1998 1 2 42775.6 0.3 #_orig_obs: 27492.6 SURVEY1
2001 1 2 28602.1 0.3 #_orig_obs: 37338.3 SURVEY1
1990 1 3 14.3169 0.7 #_orig_obs: 5.19333 SURVEY2
1991 1 3 2.33582 0.7 #_orig_obs: 1.1784 SURVEY2
1992 1 3 2.7346 0.7 #_orig_obs: 5.94383 SURVEY2
1993 1 3 1.51551 0.7 #_orig_obs: 0.770106 SURVEY2
1994 1 3 8.52146 0.7 #_orig_obs: 16.318 SURVEY2
1995 1 3 3.25908 0.7 #_orig_obs: 1.36339 SURVEY2
1996 1 3 5.21853 0.7 #_orig_obs: 4.76482 SURVEY2
1997 1 3 13.7109 0.7 #_orig_obs: 51.0707 SURVEY2
1998 1 3 2.20841 0.7 #_orig_obs: 1.36095 SURVEY2
1999 1 3 3.00921 0.7 #_orig_obs: 0.862531 SURVEY2
2000 1 3 3.48536 0.7 #_orig_obs: 5.97125 SURVEY2
2001 1 3 3.37786 0.7 #_orig_obs: 1.69379 SURVEY2

0 #_N_fleets_with_discard
#_discard_units (1=same_as_catchunits(bio/num); 2=fraction; 3=numbers)
#_discard_errtype:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal
#Fleet Disc_units err_type
0 #N discard obs
#_year seas index obs err
#
0 #_N_meanbodywt_obs
30 #_DF_for_meanbodywt_T-distribution_like

2 # length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
2 # binwidth for population size comp 
10 # minimum size in the population (lower edge of first bin and size at age 0.00) 
94 # maximum size in the population (lower edge of last bin) 

0 #_comp_tail_compression
1e-007 #_add_to_comp
0 #_combine males into females at or below this bin number
25 #_N_LengthBins
 26 28 30 32 34 36 38 40 42 44 46 48 50 52 54 56 58 60 62 64 68 72 76 80 90
40 #_N_Length_obs
#Yr Seas Flt/Svy Gender Part Nsamp datavector(female-male)
 1971 1 1 3 0 125  0 0 0 0 0 0 0 0 0 0 1 1 1 5 4 3 4 6 7 13 5 4 8 0 0 0 0 0 0 0 0 0 0 3 2 2 2 2 2 5 3 2 5 4 13 7 6 5 0 0
 1972 1 1 3 0 125  0 0 0 0 0 0 0 0 0 2 2 0 2 4 1 3 3 9 4 6 9 11 5 3 0 0 0 0 0 0 0 0 0 5 0 1 1 6 2 4 4 3 8 4 7 5 8 3 0 0
 1973 1 1 3 0 125  0 0 0 0 0 0 0 0 0 0 0 0 10 1 3 6 5 7 1 8 10 6 7 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 3 3 1 8 3 6 13 11 1 4 2 0
 1974 1 1 3 0 125  0 0 0 0 0 0 0 0 0 4 0 4 1 1 2 4 3 5 4 10 11 7 6 0 0 0 0 0 0 0 0 0 1 0 0 1 4 2 2 3 5 6 4 8 8 9 4 5 1 0
 1975 1 1 3 0 125  0 0 0 0 0 0 0 1 0 1 2 1 1 4 3 1 7 6 4 11 13 5 7 0 0 0 0 0 0 0 0 0 0 0 5 0 3 0 2 2 2 5 8 3 7 10 7 4 0 0
 1976 1 1 3 0 125  0 0 0 0 0 0 0 0 0 2 2 2 3 2 1 2 5 5 4 13 10 8 3 4 0 0 0 0 0 0 0 3 0 0 2 0 1 3 3 2 2 8 1 3 13 10 5 3 0 0
 1977 1 1 3 0 125  0 0 0 0 0 0 0 2 0 0 1 2 2 3 3 8 3 7 5 6 2 9 6 4 0 0 0 0 0 0 0 0 0 0 1 0 1 2 2 3 4 2 7 9 13 7 6 5 0 0
 1978 1 1 3 0 125  0 0 0 0 0 0 3 0 2 1 2 2 2 2 1 4 6 4 3 12 10 4 3 4 0 0 0 0 0 0 0 0 1 2 0 0 1 3 3 5 4 4 3 5 12 8 6 3 0 0
 1979 1 1 3 0 125  0 0 0 0 0 0 0 0 0 0 10 2 2 3 3 1 4 2 6 10 7 5 4 0 0 0 0 0 0 0 0 0 0 7 3 4 3 1 3 1 2 0 9 4 10 11 3 5 0 0
 1980 1 1 3 0 125  0 0 0 0 0 0 0 3 1 0 1 3 3 4 2 1 4 2 3 5 6 9 3 4 0 0 0 0 0 0 0 0 0 2 0 0 4 0 5 2 5 9 4 2 18 9 7 4 0 0
 1981 1 1 3 0 125  0 0 0 0 0 0 0 0 1 1 1 1 3 4 3 1 4 4 3 7 8 7 8 0 0 0 0 0 0 0 2 1 1 1 0 0 0 1 3 4 3 9 7 4 10 13 4 6 0 0
 1982 1 1 3 0 125  0 0 0 0 0 0 0 0 0 2 1 3 1 2 7 3 6 6 8 9 7 8 0 0 0 0 0 0 0 0 0 0 1 2 1 1 0 6 2 3 4 5 3 4 12 6 8 4 0 0
 1983 1 1 3 0 125  0 0 0 0 0 0 0 0 0 0 4 1 3 6 3 2 4 6 4 9 10 9 8 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 4 4 5 1 4 6 8 9 7 4 0 0
 1984 1 1 3 0 125  0 0 0 0 0 0 2 1 2 2 3 3 4 1 9 8 3 2 4 8 12 8 7 0 0 0 0 0 0 0 0 0 0 1 0 0 1 2 3 5 4 2 4 4 6 7 4 3 0 0
 1985 1 1 3 0 125  0 0 0 0 0 0 0 0 1 0 3 3 6 3 6 4 6 6 1 8 8 6 2 4 0 0 0 0 0 0 0 0 3 0 0 2 1 2 6 3 6 6 4 6 4 9 5 1 0 0
 1986 1 1 3 0 125  0 0 0 2 0 0 0 0 0 1 1 3 2 2 2 3 8 5 6 5 8 1 9 0 0 0 0 0 0 0 1 1 1 0 0 2 2 2 4 5 2 1 10 7 13 6 5 5 0 0
 1987 1 1 3 0 125  0 0 0 0 2 0 1 3 1 2 1 4 3 6 3 4 5 7 4 9 2 7 4 0 0 0 0 0 0 0 0 0 2 2 1 4 2 4 3 0 3 7 5 5 8 7 3 1 0 0
 1988 1 1 3 0 125  0 0 0 0 0 3 0 1 1 1 3 1 2 2 4 2 4 4 10 10 5 4 11 0 0 0 0 0 0 0 1 1 3 3 3 0 3 2 4 3 2 8 4 3 4 4 9 0 0 0
 1989 1 1 3 0 125  0 0 0 0 0 2 1 0 2 2 1 2 3 4 2 3 4 2 12 10 6 7 3 0 0 0 0 0 0 0 0 2 1 4 4 3 2 1 3 9 4 4 3 6 4 6 2 1 0 0
 1990 1 1 3 0 125  0 0 0 0 0 0 0 2 2 3 5 5 3 3 5 2 6 1 3 3 9 1 4 0 0 0 0 0 0 0 2 0 0 2 2 6 4 3 2 4 8 4 7 6 8 7 3 0 0 0
 1991 1 1 3 0 125  0 0 0 0 0 0 0 3 1 2 3 2 2 4 3 8 7 5 1 5 4 5 0 0 0 0 0 0 0 2 1 2 0 2 1 3 2 8 7 5 7 3 3 5 11 6 2 0 0 0
 1992 1 1 3 0 125  0 0 0 0 0 2 0 3 3 1 3 2 3 2 4 4 4 3 6 9 2 7 0 0 0 0 0 0 0 0 0 0 4 1 1 0 4 1 6 4 5 7 10 4 9 6 5 0 0 0
 1993 1 1 3 0 125  0 0 0 0 0 0 3 0 1 1 4 3 2 4 3 4 4 6 5 6 3 2 0 0 0 0 0 0 0 0 0 0 3 2 3 1 3 8 4 9 8 7 5 4 7 4 5 1 0 0
 1994 1 1 3 0 125  0 0 0 0 0 0 0 0 0 5 1 4 1 2 1 5 4 6 6 7 6 1 2 0 0 0 0 0 0 0 0 0 1 3 2 2 4 3 5 3 4 10 11 5 13 3 3 2 0 0
 1995 1 1 3 0 125  0 0 0 0 0 0 0 1 0 3 1 1 3 4 4 5 7 7 7 7 9 0 0 0 0 0 0 0 0 2 2 1 0 0 1 4 1 2 9 8 11 3 4 6 6 5 1 0 0 0
 1996 1 1 3 0 125  0 0 0 0 1 0 0 1 1 0 1 0 2 4 6 9 7 4 2 9 4 4 0 0 0 0 0 0 0 0 0 4 0 0 1 3 2 2 1 7 5 11 3 4 14 6 5 2 0 0
 1997 1 1 3 0 125  0 0 0 3 1 0 0 0 4 1 0 2 6 2 1 5 6 4 7 10 8 0 0 0 0 0 0 0 0 0 6 1 1 3 2 2 1 5 3 4 4 7 1 4 12 4 5 0 0 0
 1998 1 1 3 0 125  0 0 0 0 4 0 2 1 3 8 2 0 3 2 4 7 3 4 2 11 7 6 2 0 0 0 0 0 0 2 0 0 5 0 1 2 2 2 3 5 3 4 5 6 10 4 0 0 0 0
 1999 1 1 3 0 125  0 0 0 0 1 1 0 4 0 1 0 5 3 5 4 3 5 2 3 7 6 3 0 0 0 0 0 0 0 0 0 6 1 3 3 3 6 4 6 5 4 4 5 7 3 7 5 0 0 0
 2000 1 1 3 0 125  0 0 0 0 0 2 0 1 0 4 3 6 2 3 5 2 4 2 5 9 7 0 0 0 0 0 0 0 0 0 0 1 2 2 3 6 2 5 4 7 2 8 5 7 7 5 2 2 0 0
 2001 1 1 3 0 125  0 0 0 0 0 2 0 0 2 1 7 1 7 6 6 4 3 3 2 8 3 3 0 0 0 0 0 0 0 0 4 1 1 3 2 1 6 5 6 2 5 4 7 5 4 5 6 0 0 0
 1977 1 2 3 0 125  0 0 0 0 1 4 1 5 4 3 4 1 0 3 3 3 6 2 3 7 5 8 0 0 0 0 0 0 0 0 0 3 1 3 2 2 5 5 4 4 3 6 1 5 8 5 3 2 0 0
 1980 1 2 3 0 125  0 0 0 0 2 0 1 1 5 4 4 4 5 2 6 1 2 5 3 4 3 7 4 1 0 0 0 0 0 1 1 0 1 2 5 5 10 2 3 3 6 1 2 6 6 2 3 2 0 0
 1983 1 2 3 0 125  0 0 0 0 2 7 3 3 2 5 3 2 1 2 5 5 1 6 6 4 7 6 0 0 0 0 0 0 0 2 2 3 3 1 3 3 3 1 0 2 4 3 6 3 6 10 0 0 0 0
 1986 1 2 3 0 125  0 0 0 0 2 0 4 3 2 4 5 3 1 4 2 11 4 2 3 10 3 4 3 0 0 0 0 0 2 1 1 1 0 2 0 3 3 5 6 2 7 3 3 3 4 3 6 0 0 0
 1989 1 2 3 0 125  0 0 0 0 0 1 2 5 4 9 6 3 4 2 1 0 1 10 3 3 3 1 0 0 0 0 0 0 0 2 3 3 5 5 1 5 5 5 5 1 5 3 4 3 12 0 0 0 0 0
 1992 1 2 3 0 125  0 0 0 0 0 7 4 4 3 3 3 6 4 8 4 4 4 4 3 4 3 0 0 0 0 0 0 0 0 0 6 0 4 4 2 4 5 4 8 5 5 6 0 2 0 1 1 0 0 0
 1995 1 2 3 0 125  0 0 0 0 0 1 3 4 1 6 5 3 6 5 4 5 2 5 3 4 2 1 0 0 0 0 0 0 0 2 0 6 0 2 4 3 4 6 7 6 2 5 4 4 6 3 1 0 0 0
 1998 1 2 3 0 125  0 0 0 4 4 6 4 4 4 3 3 6 2 2 3 2 2 5 2 2 2 2 0 0 0 0 0 0 0 3 7 4 5 1 5 2 8 2 4 5 4 0 6 1 3 1 2 0 0 0
 2001 1 2 3 0 125  0 0 0 0 0 5 1 3 5 0 1 7 9 5 5 5 4 2 2 3 5 0 0 0 0 0 0 0 0 1 0 3 2 5 4 6 4 5 9 4 3 2 1 2 4 8 0 0 0 0

17 #_N_age_bins
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 20 25
2 #_N_ageerror_definitions
 0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5 9.5 10.5 11.5 12.5 13.5 14.5 15.5 16.5 17.5 18.5 19.5 20.5 21.5 22.5 23.5 24.5 25.5 26.5 27.5 28.5 29.5 30.5 31.5 32.5 33.5 34.5 35.5 36.5 37.5 38.5 39.5 40.5
 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001
 0.5 1.5 2.5 3.5 4.5 5.5 6.5 7.5 8.5 9.5 10.5 11.5 12.5 13.5 14.5 15.5 16.5 17.5 18.5 19.5 20.5 21.5 22.5 23.5 24.5 25.5 26.5 27.5 28.5 29.5 30.5 31.5 32.5 33.5 34.5 35.5 36.5 37.5 38.5 39.5 40.5
 0.5 0.65 0.67 0.7 0.73 0.76 0.8 0.84 0.88 0.92 0.97 1.03 1.09 1.16 1.23 1.32 1.41 1.51 1.62 1.75 1.89 2.05 2.23 2.45 2.71 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
40 #_N_Agecomp_obs
1 #_Lbin_method: 1=poplenbins; 2=datalenbins; 3=lengths
1 #_combine males into females at or below this bin number
#Yr Seas Flt/Svy Gender Part Ageerr Lbin_lo Lbin_hi Nsamp datavector(female-male)
 1971 1 1 3 0 2 1 -1 75  0 0 0 0 7 2 2 5 1 2 1 4 0 0 5 1 6 0 0 1 1 2 1 1 3 0 0 0 5 1 4 4 8 8
 1972 1 1 3 0 2 1 -1 75  0 0 0 3 1 2 2 2 1 1 2 1 4 2 10 1 9 0 0 1 1 1 1 2 1 1 1 0 1 1 0 11 7 5
 1973 1 1 3 0 2 1 -1 75  0 0 1 1 3 1 1 4 3 2 2 5 4 2 3 4 2 0 0 0 7 0 2 3 1 1 3 1 1 1 2 6 5 4
 1974 1 1 3 0 2 1 -1 75  0 0 2 0 2 2 2 1 3 0 2 3 2 0 4 6 8 0 0 5 4 3 1 3 2 0 2 1 0 2 4 3 3 5
 1975 1 1 3 0 2 1 -1 75  0 0 0 0 2 3 3 2 2 2 1 1 2 2 8 2 7 0 0 0 0 4 2 3 5 3 0 2 1 0 3 6 2 7
 1976 1 1 3 0 2 1 -1 75  0 0 3 1 0 1 1 2 6 4 1 4 2 5 4 5 5 0 0 0 0 8 2 0 3 2 2 1 0 4 1 5 3 0
 1977 1 1 3 0 2 1 -1 75  0 0 0 0 6 2 2 2 3 1 1 0 2 2 4 7 4 0 0 0 1 3 4 4 1 3 2 1 3 2 0 6 5 4
 1978 1 1 3 0 2 1 -1 75  0 0 2 2 1 6 3 1 1 1 0 3 1 1 5 4 9 0 0 5 0 0 3 0 0 1 2 1 1 2 1 9 6 4
 1979 1 1 3 0 2 1 -1 75  1 4 1 1 0 1 5 0 3 0 2 0 1 2 6 11 0 0 0 3 3 0 2 6 2 0 2 4 1 2 0 6 3 3
 1980 1 1 3 0 2 1 -1 75  0 0 2 2 1 2 1 1 3 4 2 0 4 0 10 8 0 0 0 0 2 1 1 2 1 1 1 3 2 4 3 6 2 6
 1981 1 1 3 0 2 1 -1 75  0 2 1 1 3 2 2 1 4 4 1 1 2 3 6 2 4 0 0 2 2 4 4 1 1 3 2 1 1 0 0 5 2 8
 1982 1 1 3 0 2 1 -1 75  0 1 0 1 1 3 2 0 1 3 0 3 1 2 8 5 5 0 0 0 0 8 3 2 2 1 2 2 2 4 1 2 10 0
 1983 1 1 3 0 2 1 -1 75  0 0 0 1 3 1 1 3 1 4 4 1 4 1 4 6 9 0 0 1 5 3 4 2 2 1 2 1 1 2 1 3 1 3
 1984 1 1 3 0 2 1 -1 75  0 0 0 4 2 1 1 5 10 2 0 2 2 2 4 3 5 0 0 2 3 2 1 3 2 3 3 1 0 1 6 1 2 2
 1985 1 1 3 0 2 1 -1 75  0 0 0 8 2 2 6 0 4 4 1 2 2 2 1 5 1 0 0 0 7 0 3 4 1 6 1 1 0 1 0 4 4 3
 1986 1 1 3 0 2 1 -1 75  0 3 1 2 1 3 1 1 1 1 5 1 1 0 6 3 4 0 0 0 0 4 3 6 2 4 1 1 4 3 0 6 7 0
 1987 1 1 3 0 2 1 -1 75  0 2 2 0 3 3 1 2 2 6 4 0 1 0 7 8 0 0 0 4 2 1 4 2 2 1 3 1 2 1 0 6 4 1
 1988 1 1 3 0 2 1 -1 75  0 3 0 6 0 4 4 4 1 2 2 1 2 2 2 6 0 0 2 3 2 0 0 3 4 1 2 3 6 3 1 3 3 0
 1989 1 1 3 0 2 1 -1 75  0 7 4 3 2 3 2 1 2 2 1 2 3 2 3 1 0 0 0 4 6 3 1 4 2 3 3 2 2 0 2 2 3 0
 1990 1 1 3 0 2 1 -1 75  0 0 4 2 3 6 2 1 1 4 0 1 1 1 2 6 0 0 2 5 5 3 1 1 6 2 2 1 2 5 1 1 4 0
 1991 1 1 3 0 2 1 -1 75  0 0 9 4 5 4 2 3 2 2 1 2 2 0 3 1 0 0 2 4 2 6 8 2 1 0 2 1 2 1 0 1 3 0
 1992 1 1 3 0 2 1 -1 75  0 0 3 4 9 6 4 3 2 1 0 0 0 0 2 1 0 0 0 5 1 9 2 5 7 0 1 0 2 1 1 5 1 0
 1993 1 1 3 0 2 1 -1 75  0 0 1 3 7 8 5 5 5 1 1 0 3 4 0 0 0 0 0 2 0 3 6 6 4 1 1 4 0 0 1 4 0 0
 1994 1 1 3 0 2 1 -1 75  0 0 4 2 3 6 7 2 3 3 2 2 1 2 1 1 1 0 0 0 7 6 5 4 4 3 2 0 2 2 0 0 0 0
 1995 1 1 3 0 2 1 -1 75  2 0 1 1 8 5 9 6 3 1 2 0 0 4 0 0 0 0 0 0 3 4 6 1 3 6 3 2 0 0 2 0 2 1
 1996 1 1 3 0 2 1 -1 75  0 0 4 1 1 5 3 4 7 3 4 2 2 2 1 1 0 0 2 1 2 2 6 3 1 4 3 2 2 3 2 2 0 0
 1997 1 1 3 0 2 1 -1 75  0 2 1 1 1 5 5 2 4 3 2 1 3 0 3 0 0 0 0 0 3 6 3 3 4 3 5 5 3 1 6 0 0 0
 1998 1 1 3 0 2 1 -1 75  5 2 4 3 2 2 3 5 4 4 3 2 0 1 1 0 0 0 0 3 3 1 2 4 2 4 1 4 2 2 3 3 0 0
 1999 1 1 3 0 2 1 -1 75  3 2 4 3 1 1 4 3 1 2 2 1 0 0 7 0 0 0 1 3 7 4 2 2 4 4 3 3 2 1 1 4 0 0
 2000 1 1 3 0 2 1 -1 75  0 2 8 4 3 0 2 2 3 3 1 0 1 3 7 0 0 0 0 4 1 5 8 1 5 2 2 2 0 2 2 2 0 0
 2001 1 1 3 0 2 1 -1 75  0 4 3 6 8 3 5 2 3 2 0 2 4 2 2 0 0 0 0 4 5 4 3 2 4 0 1 0 0 2 1 3 0 0
 1977 1 2 3 0 2 1 -1 75  3 9 3 0 1 3 1 1 1 2 1 1 4 2 3 4 0 0 1 1 3 4 1 2 1 2 1 0 2 2 2 7 7 0
 1980 1 2 3 0 2 1 -1 75  4 1 4 6 3 3 2 1 0 3 0 1 1 1 3 2 3 0 4 5 5 3 1 2 2 1 2 1 0 0 2 5 1 3
 1983 1 2 3 0 2 1 -1 75  4 7 2 4 1 1 6 2 1 0 0 2 0 0 2 4 0 0 3 4 6 0 4 2 0 4 2 0 3 0 1 4 1 5
 1986 1 2 3 0 2 1 -1 75  4 2 6 4 3 2 1 4 1 0 0 0 1 1 2 1 1 0 0 6 5 4 5 3 4 2 4 1 0 1 3 1 3 0
 1989 1 2 3 0 2 1 -1 75  4 2 6 6 5 4 1 1 3 2 3 1 1 3 0 0 0 0 4 7 9 4 1 1 1 1 1 2 1 1 0 0 0 0
